date,MOM,market,SMB,HML,RMW,CMA,BAB
1997-08-31,-0.0013,-0.1162,0.0195,0.0599,-0.027999999999999997,-0.0206,0.0125114477546
1997-09-30,0.0116,0.013000000000000001,-0.0302,0.0379,0.0072,0.0388,0.0430288997478
1997-10-31,-0.0013,-0.163,0.0291,0.0109,0.0111,0.0085,0.0186717470324
1997-11-30,0.0801,-0.0579,-0.0484,0.059800000000000006,0.0072,-0.0018,-0.00190485313714
1997-12-31,0.0158,-0.0044,-0.0344,0.0281,0.003,-0.0172,0.0267745329795
1998-01-31,0.0223,-0.066,0.003,-0.0418,-0.0011,-0.0116,-0.0181458933167
1998-02-28,-0.0121,0.1017,-0.0163,-0.029900000000000003,0.0264,-0.0245,-0.00617441793573
1998-03-31,-0.018600000000000002,0.037000000000000005,0.0040999999999999995,0.0455,-0.0151,0.0226,0.0339852775267
1998-04-30,0.0015,0.0034000000000000002,0.0147,-0.0046,-0.0191,-0.001,0.0276222205477
1998-05-31,0.0258,-0.1081,0.06480000000000001,-0.0342,0.0084,-0.0167,0.014995303306
1998-06-30,0.013000000000000001,-0.1061,0.019299999999999998,0.0146,0.0054,0.0155,-0.0137470034584
1998-07-31,0.0046,0.018500000000000003,-0.0165,0.0074,-0.011399999999999999,-0.0086,-0.00368363723656
1998-08-31,0.0004,-0.24960000000000002,0.06480000000000001,0.0287,-0.0086,0.0254,0.00353939130765
1998-09-30,-0.0365,0.0359,-0.045899999999999996,0.0196,0.009399999999999999,0.009000000000000001,-0.00795385077521
1998-10-31,-0.0466,0.0776,-0.06269999999999999,-0.0103,0.0212,0.0128,-0.0723110622557
1998-11-30,-0.1082,0.061200000000000004,0.014199999999999999,0.0022,0.0068000000000000005,-0.0166,-0.0295212064564
1998-12-31,0.0236,-0.021099999999999997,0.0159,-0.0048,-0.0019,-0.0029,0.00480929425054
1999-01-31,-0.0104,-0.019,-0.0219,-0.0167,0.0103,0.0342,-0.0261502611666
1999-02-28,0.0034000000000000002,-0.0013,-0.0134,0.0018,-0.0009,0.0126,0.00928943649872
1999-03-31,-0.0407,0.08689999999999999,-0.0105,0.034,0.0161,-0.0028000000000000004,-0.0361536744939
1999-04-30,-0.018600000000000002,0.1032,-0.0029,0.052000000000000005,-0.0444,0.0208,-0.00372082466579
1999-05-31,0.020499999999999997,0.0084,0.0521,-0.0161,0.0166,0.0088,0.038279883467
1999-06-30,0.0279,0.10210000000000001,0.020499999999999997,-0.0018,0.013600000000000001,-0.0436,0.00570656355338
1999-07-31,0.030600000000000002,-0.0177,0.0167,-0.0001,0.0048,0.0653,0.0314071834283
1999-08-31,0.0775,0.0241,0.0248,0.0203,0.006500000000000001,0.0591,-0.00873681559804
1999-09-30,0.0031,-0.034,0.0147,0.0103,-0.0155,0.023700000000000002,-0.00808107924252
1999-10-31,0.0859,0.0294,-0.003,0.0012,-0.026099999999999998,0.013000000000000001,-0.0166564008943
1999-11-30,0.0432,0.0832,-0.020099999999999996,-0.032,0.025,0.0455,-0.0695312386578
1999-12-31,0.0115,0.11380000000000001,-0.0789,-0.060599999999999994,0.0115,-0.0466,-0.0638580490352
2000-01-31,-0.0294,0.0042,0.0417,0.029300000000000003,-0.030299999999999997,-0.0239,0.0150257854954
2000-02-29,0.0555,0.025099999999999997,-0.0043,-0.11539999999999999,0.0805,0.009899999999999999,-0.0860822686039
2000-03-31,-0.0235,0.0018,0.0049,-0.0084,0.020499999999999997,-0.0197,0.0113315754562
2000-04-30,-0.0691,-0.1133,0.0006,0.0368,0.0013,-0.013600000000000001,0.0301838558615
2000-05-31,0.0039000000000000003,-0.031,-0.0053,0.016,0.0059,0.0282,0.0424742335557
2000-06-30,0.037200000000000004,0.0182,-0.044800000000000006,-0.032,0.028399999999999998,0.0118,-0.0374436138943
2000-07-31,-0.040999999999999995,-0.0513,0.0087,0.062,-0.005699999999999999,0.0318,0.0361688705278
2000-08-31,0.0363,-0.0048,-0.013999999999999999,-0.016,0.0291,-0.0151,-0.0462413668493
2000-09-30,-0.0127,-0.0975,0.0111,0.0466,-0.0003,0.0366,0.051819236415
2000-10-31,-0.0054,-0.092,-0.0101,0.0273,0.0215,0.0104,0.00061652501795
2000-11-30,0.013300000000000001,-0.0895,0.0143,0.0146,0.0059,0.0319,0.0895770826622
2000-12-31,-0.0070999999999999995,0.008,-0.0451,0.0426,0.0070999999999999995,0.028900000000000002,0.0714148802437
2001-01-31,-0.08,0.11470000000000001,-0.0374,-0.0036,0.0058,-0.0335,-0.0942004670719
2001-02-28,0.043,-0.069,0.0652,0.0346,-0.0169,0.039599999999999996,0.100178890413
2001-03-31,0.0329,-0.0859,0.0369,0.0217,-0.0004,0.009300000000000001,0.0586554339099
2001-04-30,0.0048,0.0354,-0.0371,0.0017000000000000001,0.037599999999999995,-0.0060999999999999995,-0.0390337849854
2001-05-31,0.0263,0.0074,0.0042,0.0317,0.0347,0.01,0.0549869690109
2001-06-30,0.030299999999999997,-0.0207,0.0115,0.018600000000000002,0.0108,0.0181,0.0374953775146
2001-07-31,0.0040999999999999995,-0.0694,0.0066,-0.0014000000000000002,0.0129,0.006500000000000001,0.0658359746794
2001-08-31,0.0060999999999999995,-0.0184,0.0022,0.0546,-0.0091,0.044199999999999996,0.0635207341426
2001-09-30,0.0682,-0.14679999999999999,0.008,0.0263,0.013999999999999999,0.0223,0.0392121035095
2001-10-31,-0.025699999999999997,0.0508,-0.0036,-0.0259,0.012199999999999999,-0.0421,-0.0633776092901
2001-11-30,-0.0825,0.0966,-0.0258,-0.006999999999999999,-0.0021,-0.0301,-0.0554675861478
2001-12-31,-0.0017000000000000001,0.0809,-0.0212,-0.0017000000000000001,0.0116,-0.0207,0.0250999743981
2002-01-31,0.0229,0.0294,0.0218,0.039599999999999996,-0.0059,0.022000000000000002,0.0264358409056
2002-02-28,0.0449,0.0118,-0.0182,0.0189,0.0084,0.0022,0.0653078337007
2002-03-31,-0.008,0.06480000000000001,0.0181,0.02,-0.0086,-0.015700000000000002,0.0210761245288
2002-04-30,0.0022,0.0013,0.018799999999999997,0.0525,-0.0318,0.025,0.105483427317
2002-05-31,-0.0017000000000000001,-0.0227,0.0127,0.013600000000000001,-0.0034000000000000002,0.0009,0.0742284025966
2002-06-30,0.031200000000000002,-0.07490000000000001,0.0007000000000000001,0.0298,0.015600000000000001,0.0194,0.0833590175313
2002-07-31,0.0169,-0.0623,0.0155,0.0151,-0.01,-0.0031,0.00740262322239
2002-08-31,0.0049,0.009899999999999999,-0.009000000000000001,-0.0124,0.0235,-0.0217,0.0191152289174
2002-09-30,0.0436,-0.11130000000000001,-0.0126,0.0291,0.0365,0.0024,0.0581859252675
2002-10-31,0.011200000000000002,0.0594,-0.0165,0.0083,-0.0034999999999999996,0.0059,-0.0785489292054
2002-11-30,-0.0033,0.06,-0.0129,0.024900000000000002,0.0086,0.0129,-0.0972994970572
2002-12-31,0.032799999999999996,-0.0286,0.0051,0.0525,-0.011000000000000001,0.005600000000000001,0.119538564074
2003-01-31,0.0155,0.0,0.0236,0.037200000000000004,-0.031400000000000004,0.0346,0.0233759986288
2003-02-28,0.0187,-0.029900000000000003,0.0033,0.0078000000000000005,0.011399999999999999,-0.0046,0.0196657421544
2003-03-31,0.0255,-0.0331,-0.009000000000000001,0.0146,0.011899999999999999,0.0147,0.0112338910875
2003-04-30,-0.0215,0.0922,-0.0182,0.0076,0.0045000000000000005,-0.0017000000000000001,-0.044167549064
2003-05-31,-0.0265,0.0708,0.004699999999999999,0.0116,-0.016200000000000003,0.0103,-0.0237030985242
2003-06-30,0.0019,0.0588,0.0001,0.0127,-0.0097,-0.0052,0.00558887354659
2003-07-31,0.0102,0.050300000000000004,-0.0087,0.0111,0.0231,-0.0177,0.00540461975534
2003-08-31,0.02,0.065,-0.0255,0.0187,0.0134,0.006999999999999999,-0.00538143588016
2003-09-30,0.009899999999999999,0.0161,0.0098,0.0313,-0.0027,0.0097,0.0495928923183
2003-10-31,0.0404,0.0741,-0.0279,0.0435,-0.0066,0.011200000000000002,-9.02702832907e-05
2003-11-30,0.0069,0.0115,0.009899999999999999,0.0169,-0.0134,0.0005,0.0476167841191
2003-12-31,0.0106,0.07339999999999999,-0.0137,0.038900000000000004,-0.004699999999999999,0.0215,0.0625218176821
2004-01-31,0.0034999999999999996,0.0356,0.0078000000000000005,0.0088,0.0040999999999999995,-0.0074,-0.00434539990105
2004-02-29,0.0101,0.045700000000000005,-0.0051,0.0333,-0.0051,0.0046,0.0447558055161
2004-03-31,0.0217,0.0159,-0.0033,0.0026,0.0074,-0.0079,0.0478973452927
2004-04-30,-0.0209,-0.0694,0.0326,-0.004699999999999999,0.009399999999999999,-0.0092,-6.4731518702e-05
2004-05-31,-0.0046,-0.020099999999999996,-0.0118,-0.0027,0.0002,0.013300000000000001,0.0160062829251
2004-06-30,0.0058,0.0049,-0.025,0.021,0.0018,-0.0095,0.0152830074476
2004-07-31,0.022000000000000002,-0.019299999999999998,-0.0086,0.051,-0.005699999999999999,0.0175,0.0507061620552
2004-08-31,-0.0043,0.0403,-0.0031,-0.0018,0.0049,-0.0029,0.0238208635378
2004-09-30,0.0333,0.0584,-0.0062,0.034,-0.0038,0.0025,0.0266102192048
2004-10-31,0.0176,0.027999999999999997,-0.005,0.0105,-0.0018,-0.0038,0.0290972936135
2004-11-30,0.0363,0.0842,0.0045000000000000005,0.019299999999999998,0.0029,-0.0046,0.0383162274238
2004-12-31,0.0231,0.0542,0.0113,0.0091,-0.0051,0.0034999999999999996,0.0234615242516
2005-01-31,0.0088,0.0067,0.039,-0.0152,-0.0073,-0.0049,0.0202883524267
2005-02-28,0.012,0.08449999999999999,-0.0037,0.031400000000000004,-0.0018,-0.0092,0.0364516905183
2005-03-31,-0.0032,-0.060700000000000004,0.0154,-0.008100000000000001,0.0084,-0.009000000000000001,0.011942358343
2005-04-30,0.0297,-0.0279,0.0038,0.0131,0.005699999999999999,-0.0048,0.0141571274
2005-05-31,0.0019,0.031200000000000002,-0.0078000000000000005,-0.0149,0.0022,-0.0053,-0.0266246187587
2005-06-30,0.018000000000000002,0.0347,0.0033,0.016,-0.0070999999999999995,0.0040999999999999995,0.0188597825342
2005-07-31,0.026000000000000002,0.0645,-0.0026,0.0083,0.0063,0.020099999999999996,0.0130700086371
2005-08-31,0.038900000000000004,0.0070999999999999995,-0.0206,0.02,-0.015,-0.0067,0.0123202685961
2005-09-30,0.0101,0.08410000000000001,-0.030699999999999998,0.0181,-0.0215,-0.0007000000000000001,0.00280173726949
2005-10-31,0.0021,-0.060899999999999996,0.0268,-0.0022,-0.011899999999999999,-0.0005,-0.0107467934606
2005-11-30,0.016399999999999998,0.07519999999999999,0.0028000000000000004,0.011000000000000001,-0.022000000000000002,0.0027,-0.00506351610867
2005-12-31,-0.0131,0.0594,-0.0058,0.0013,0.0062,0.009000000000000001,0.0195245695114
2006-01-31,-0.0037,0.0993,-0.018799999999999997,0.005,-0.0171,0.0059,0.0198359563304
2006-02-28,-0.015600000000000001,0.0016,0.0166,0.0231,-0.0204,0.009300000000000001,0.0103744896986
2006-03-31,0.0126,0.0074,0.0163,0.0004,0.013600000000000001,-0.0176,0.0140503685602
2006-04-30,0.0176,0.0721,-0.0034000000000000002,0.0287,-0.019299999999999998,0.0083,0.0399470944756
2006-05-31,-0.0121,-0.10310000000000001,0.0202,-0.009000000000000001,0.0131,0.0116,0.0166968879719
2006-06-30,0.0014000000000000002,-0.0144,-0.049800000000000004,-0.0006,-0.0087,0.0049,-0.00867318758614
2006-07-31,0.009399999999999999,0.0087,-0.0087,0.0048,0.0132,-0.0039000000000000003,0.018132806585
2006-08-31,0.0023,0.026000000000000002,0.0042,-0.013600000000000001,-0.0089,-0.0139,-0.005761404877
2006-09-30,-0.009399999999999999,0.006500000000000001,0.0129,0.0033,0.0045000000000000005,0.0063,0.000229140536739
2006-10-31,0.0126,0.0425,0.0085,0.0213,0.008100000000000001,-0.0029,0.005162872257
2006-11-30,0.0173,0.0722,0.0089,0.0248,-0.028900000000000002,0.013000000000000001,0.0255057624856
2006-12-31,0.0091,0.042300000000000004,-0.0042,0.022799999999999997,-0.005,0.0091,0.0143054733244
2007-01-31,0.0159,-0.011699999999999999,0.038900000000000004,-0.024300000000000002,0.0037,-0.0003,0.018530416333
2007-02-28,0.024700000000000003,-0.0015,0.0356,0.0209,-0.0092,0.0128,0.0291208827318
2007-03-31,0.024900000000000002,0.038900000000000004,0.0108,0.018000000000000002,-0.0013,0.004,0.0128463404353
2007-04-30,0.03,0.045899999999999996,0.0139,0.0256,0.0042,-0.0060999999999999995,0.0282667124431
2007-05-31,0.0296,0.051699999999999996,0.0377,0.0132,0.0075,-0.0147,0.00536881778068
2007-06-30,-0.0005,0.042800000000000005,-0.0019,0.0069,-0.0053,0.0067,0.0123738734205
2007-07-31,0.0315,0.0556,0.0013,0.018000000000000002,-0.021,0.0216,0.0202975951579
2007-08-31,0.0059,-0.0339,-0.0417,0.0008,0.0054,0.029900000000000003,-0.0245014433267
2007-09-30,0.0125,0.08929999999999999,-0.0359,0.0126,0.0304,-0.0236,0.009954913712
2007-10-31,0.029900000000000003,0.0956,-0.0695,-0.004699999999999999,-0.0016,-0.0052,-0.00292842885702
2007-11-30,-0.022099999999999998,-0.0707,0.0024,0.0169,0.005600000000000001,0.0184,-0.00916779637791
2007-12-31,-0.0163,0.009899999999999999,0.0092,0.016,0.0151,0.0078000000000000005,-0.0150479588963
2008-01-31,-0.009399999999999999,-0.12390000000000001,-0.0034000000000000002,0.0208,-0.013000000000000001,0.0375,-0.00304229246042
2008-02-29,0.0362,0.0684,-0.009899999999999999,0.0113,-0.013600000000000001,-0.0087,0.00859084028675
2008-03-31,-0.02,-0.049100000000000005,-0.0053,0.002,0.0131,0.0216,-0.0270201974685
2008-04-30,0.016,0.0699,-0.019799999999999998,0.0018,0.0199,-0.010700000000000001,-0.0286849770186
2008-05-31,0.0163,0.0182,-0.013500000000000002,0.011399999999999999,-0.0055000000000000005,0.0046,0.0105495083087
2008-06-30,0.026699999999999998,-0.096,0.0104,-0.0045000000000000005,0.0023,0.0141,0.0273256506593
2008-07-31,-0.026699999999999998,-0.0421,0.0161,-0.008199999999999999,0.006999999999999999,-0.0005,-0.0443659215291
2008-08-31,-0.0045000000000000005,-0.0817,-0.0011,-0.012199999999999999,0.0159,0.0123,-0.0277849102982
2008-09-30,0.0277,-0.1807,-0.0226,0.017,0.0168,0.0319,-0.0401987257793
2008-10-31,0.0395,-0.2731,0.0011,-0.0067,0.03,0.0632,-0.0648206843506
2008-11-30,0.0067,-0.0784,-0.0204,0.0152,-0.0181,0.0617,-0.0251382965572
2008-12-31,-0.0779,0.0741,-0.0096,0.0025,-0.0239,0.0031,-0.04238358822
2009-01-31,-0.0248,-0.0641,0.015300000000000001,-0.008,0.008199999999999999,0.0124,0.0557723447549
2009-02-28,0.026699999999999998,-0.0507,0.0134,-0.0102,0.0033,0.0121,-0.000301818872676
2009-03-31,-0.038599999999999995,0.13720000000000002,-0.0264,0.0131,-0.005699999999999999,-0.0182,-0.0430685253409
2009-04-30,-0.1439,0.1698,0.0169,0.0034000000000000002,-0.0152,-0.0622,-0.0710720306012
2009-05-31,-0.1484,0.17980000000000002,-0.0036,0.0292,-0.037000000000000005,-0.0318,0.0697042027565
2009-06-30,0.001,-0.0141,0.011000000000000001,0.0040999999999999995,-0.0038,-0.0015,0.060409071995
2009-07-31,-0.0027,0.1109,-0.0025,0.035699999999999996,-0.006,-0.0172,-0.0202546704159
2009-08-31,-0.018500000000000003,0.0002,0.030600000000000002,0.0209,0.0106,-0.0023,0.00617014067464
2009-09-30,-0.004,0.094,-0.0034000000000000002,0.0294,-0.0149,-0.0066,0.0241606349012
2009-10-31,-0.006,-0.0025,0.012199999999999999,0.0040999999999999995,0.0088,0.0097,0.0334097965635
2009-11-30,0.0208,0.04190000000000001,0.0058,-0.001,0.003,-0.0175,0.0121921441116
2009-12-31,0.023799999999999998,0.0463,0.0213,0.0235,0.0052,-0.0054,-0.0181584561514
2010-01-31,-0.0276,-0.0455,0.022000000000000002,-0.0017000000000000001,-0.0002,0.023,0.0174940086115
2010-02-28,0.0216,0.0066,0.022400000000000003,-0.0053,0.0087,-0.0123,0.00862641220859
2010-03-31,0.0168,0.08109999999999999,-0.0044,0.0329,0.0007000000000000001,-0.0007000000000000001,-0.00259207372185
2010-04-30,0.0218,0.0151,0.0194,0.0066,0.0161,0.0154,0.0174087208632
2010-05-31,-0.009000000000000001,-0.0888,-0.014499999999999999,-0.0202,0.009300000000000001,0.0038,-0.0033852436306
2010-06-30,0.0021,-0.0023,0.0116,-0.013999999999999999,0.0012,0.0043,0.0324880050236
2010-07-31,0.0147,0.0814,-0.0159,0.0078000000000000005,-0.004,0.0241,-0.0070380988577
2010-08-31,0.0226,-0.014499999999999999,0.013500000000000002,-0.004,0.0115,0.0067,0.0196917861213
2010-09-30,0.0241,0.1121,-0.0078000000000000005,0.0021,0.0013,0.006500000000000001,0.00214486188248
2010-10-31,0.0159,0.0298,0.0191,0.0012,0.0123,-0.0108,0.0169058077093
2010-11-30,0.0192,-0.022799999999999997,-0.0011,-0.0059,0.0187,0.0060999999999999995,-0.00827522424243
2010-12-31,-0.0115,0.0724,-0.0175,0.0263,-0.0195,0.0171,0.00453241915851
2011-01-31,0.0084,-0.023799999999999998,0.002,0.0204,0.0079,-0.0018,0.0272071987258
2011-02-28,0.0051,-0.017,-0.0137,-0.0034000000000000002,0.0015,-0.0060999999999999995,0.0142586545499
2011-03-31,0.0337,0.055,-0.0245,0.0064,0.0059,-0.0012,0.0112570407945
2011-04-30,0.0429,0.0373,0.005600000000000001,-0.0007000000000000001,0.0187,0.0036,0.022829238699
2011-05-31,0.014199999999999999,-0.025699999999999997,0.0001,-0.0103,0.0209,0.0098,0.0116336679197
2011-06-30,0.0096,-0.014499999999999999,-0.0042,-0.0004,0.008,0.0028000000000000004,0.00844553241536
2011-07-31,0.0212,0.0034999999999999996,0.014199999999999999,0.0032,-0.0013,0.0043,0.0151822579567
2011-08-31,0.02,-0.0908,-0.008,-0.0178,0.0183,0.0197,0.00996700664595
2011-09-30,0.0009,-0.1482,-0.004699999999999999,-0.022099999999999998,0.0265,0.0378,0.00838117554996
2011-10-31,-0.029500000000000002,0.1215,-0.0285,-0.0021,-0.01,-0.0254,-0.0403148506057
2011-11-30,0.038,-0.0636,0.0008,0.0027,0.0203,0.0066,0.00640854694483
2011-12-31,0.0118,-0.0128,0.0042,0.0036,-0.0074,0.023700000000000002,0.00987060914923
2012-01-31,-0.0767,0.1115,-0.0192,0.023799999999999998,-0.0073,-0.0183,-0.0118732688062
2012-02-29,-0.023,0.0633,0.0203,-0.0011,0.0048,-0.0086,0.0119702965635
2012-03-31,0.0525,-0.0292,0.0042,-0.016,0.0219,-0.0031,0.0306972059913
2012-04-30,0.0432,-0.0161,-0.004,-0.0029,0.0241,0.017,0.0323139861454
2012-05-31,0.0322,-0.10369999999999999,0.0146,-0.0178,-0.0001,0.0059,0.0182709229045
2012-06-30,0.013300000000000001,0.036699999999999997,-0.0013,0.0049,0.004699999999999999,0.006500000000000001,0.00620180436703
2012-07-31,0.0317,0.013300000000000001,-0.024700000000000003,0.0015,0.0063,0.0023,0.010608459711
2012-08-31,0.0126,0.0055000000000000005,0.0273,-0.006999999999999999,-0.0070999999999999995,-0.010700000000000001,-0.000132355911225
2012-09-30,-0.0063,0.057800000000000004,-0.0087,0.016,-0.0063,0.0007000000000000001,0.00815078385551
2012-10-31,0.032,-0.0068000000000000005,0.0063,0.003,0.0159,0.0006,0.0121143323177
2012-11-30,0.0362,0.0108,-0.0063,-0.0004,0.0062,0.006,-0.00156212802869
2012-12-31,-0.014199999999999999,0.0509,-0.0024,0.027000000000000003,-0.0026,0.0026,-0.0102665617961
2013-01-31,0.009399999999999999,0.0175,0.0097,0.0163,-0.0184,0.0062,0.0203939411694
2013-02-28,0.0482,-0.0083,0.0225,-0.011899999999999999,0.005,-0.001,0.0157276323725
2013-03-31,0.025099999999999997,-0.0121,0.0129,-0.0052,0.0096,0.0129,0.0274417559861
2013-04-30,0.037599999999999995,0.0109,0.008100000000000001,-0.0034000000000000002,0.0054,0.004699999999999999,0.0131764981101
2013-05-31,0.013999999999999999,-0.0189,0.0174,0.0019,-0.0085,0.008,-0.0162376050819
2013-06-30,0.0003,-0.0644,-0.0055000000000000005,-0.030299999999999997,0.015300000000000001,0.005600000000000001,0.022813520662
2013-07-31,0.0028000000000000004,0.0158,0.0,-0.0058,0.0021,0.0019,0.0105575293316
2013-08-31,-0.0204,-0.024900000000000002,-0.009399999999999999,0.0148,-0.0067,0.0004,0.00651669383097
2013-09-30,-0.001,0.068,-0.0059,0.006999999999999999,-0.015300000000000001,0.0036,0.0109364528242
2013-10-31,0.015600000000000001,0.0425,-0.0147,0.0024,-0.0005,-0.0113,0.0216216111431
2013-11-30,0.0134,-0.0146,-0.0003,-0.0062,0.011899999999999999,0.0009,0.0185037536254
2013-12-31,0.018500000000000003,-0.0048,0.0147,0.0016,0.0019,0.0084,0.00711003622283
